Gene,Expressed,AC_LRG,AN_LRG,AF_LRG,AC_HRG,AN_HRG,AF_HRG,pVal,FDR
MMP7,NO,36,170,0.2117647059,36,186,0.1935483871,0.7962150737,-
CACNA1A,NO,72,850,0.4235294118,75,930,0.4032258065,0.7970291025,-
OR2AG1,NO,103,170,0.6058823529,118,186,0.6344086022,0.7975632438,-
ESM1,NO,32,680,0.1882352941,32,744,0.1720430108,0.7984043894,-
IRF4,YES,282,510,1.6588235294,318,558,1.7096774194,0.798423282,1
MUSTN1;TMEM110-MUSTN1,NO,177,340,1.0411764706,201,372,1.0806451613,0.7989001252,-
DYNC1LI1,YES,184,340,1.0823529412,194,372,1.0430107527,0.7990096216,1
BLK,YES,140,680,0.8235294118,159,744,0.8548387097,0.7990256419,1
RPL36AL,YES,34,170,0.2,40,186,0.2150537634,0.7992845101,1
BIRC3,NO,108,170,0.6352941176,125,186,0.6720430108,0.8001502711,-
SPRY2,YES,191,340,1.1235294118,201,372,1.0806451613,0.8012526108,1
BTNL9,YES,111,170,0.6529411765,128,186,0.688172043,0.8016909032,1
ASCC1,YES,83,340,0.4882352941,96,372,0.5161290323,0.8017501106,1
CD244,NO,32,340,0.1882352941,38,372,0.2043010753,0.8024315019,-
PMFBP1,NO,32,340,0.1882352941,38,372,0.2043010753,0.8024315019,-
PYCR3,YES,31,510,0.1823529412,37,558,0.1989247312,0.8025744315,1
NR2F2,YES,144,998,0.9,150,1078,0.8906114339,0.8031095215,1
GZMH,NO,7,170,0.0411764706,9,186,0.0483870968,0.8031351797,-
NR4A1,NO,7,170,0.0411764706,9,186,0.0483870968,0.8031351797,-
PLA2G4C,YES,120,170,0.7058823529,125,186,0.6720430108,0.8033739219,1
TBL2,YES,36,170,0.2117647059,43,186,0.2311827957,0.8034938689,1
TUBB3,YES,82,510,0.4823529412,86,558,0.4623655914,0.8038004896,1
MLEC,YES,9,170,0.0529411765,8,186,0.0430107527,0.8050991937,1
CEACAM4,NO,118,170,0.6941176471,136,186,0.7311827957,0.8051199326,-
CCDC114,NO,34,510,0.2,35,558,0.188172043,0.8052566236,-
KCNJ4,YES,32,510,0.1882352941,38,558,0.2043010753,0.8052634856,1
RNF185,YES,125,170,0.7352941176,130,186,0.6989247312,0.8055383583,1
HAP1,YES,7,510,0.0411764706,9,558,0.0483870968,0.8055404185,1
TMEM121,NO,34,336,0.2046775337,39,356,0.2294117647,0.8059014895,-
VPS53,YES,7,850,0.0411764706,9,930,0.0483870968,0.806030202,1
CDH12,YES,9,340,0.0529411765,8,372,0.0430107527,0.8071754412,1
EFNA3,YES,9,340,0.0529411765,8,372,0.0430107527,0.8071754412,1
C10orf128,NO,9,340,0.0529411765,8,372,0.0430107527,0.8071754412,-
MYBPC1,NO,94,340,0.5529411765,98,372,0.5268817204,0.8072313192,-
BCAP29,YES,124,170,0.7294117647,142,186,0.7634408602,0.8078300619,1
MAU2,YES,125,170,0.7352941176,144,186,0.7741935484,0.8082356802,1
TRABD,YES,96,340,0.5647058824,100,372,0.5376344086,0.8087145939,1
C21orf59-TCP10L;TCP10L,NO,93,340,0.5470588235,107,372,0.5752688172,0.8100816346,-
ATP6V1C1,YES,134,170,0.7882352941,141,186,0.7580645161,0.8101408877,1
RETNLB,NO,84,850,0.4941176471,88,930,0.4731182796,0.8107695658,-
EDA2R,YES,140,170,0.8235294118,146,186,0.7849462366,0.8116472523,1
PDIA4,YES,37,510,0.2176470588,38,558,0.2043010753,0.8119101718,1
DSTYK,YES,36,340,0.2117647059,42,372,0.2258064516,0.8122199557,1
ZFAND2A,YES,36,340,0.2117647059,42,372,0.2258064516,0.8122199557,1
SLC12A3,YES,101,340,0.5941176471,106,372,0.5698924731,0.8128710333,1
ADGRG1,NO,190,510,1.1176470588,201,558,1.0806451613,0.8129743353,-
SEPT9,YES,339,3220,1.9958086938,379,3530,2.0376344086,0.8136822725,1
ROMO1,YES,8,170,0.0470588235,10,186,0.0537634409,0.8140054743,1
ETV6,YES,90,680,0.5294117647,94,744,0.5053763441,0.8141129371,1
ATP6V1D,YES,8,170,0.0470588235,11,186,0.0591397849,0.8143526641,1
MIB1,YES,8,170,0.0470588235,11,186,0.0591397849,0.8143526641,1
RIPPLY3,NO,8,170,0.0470588235,11,186,0.0591397849,0.8143526641,-
P3H1,YES,10,170,0.0588235294,9,186,0.0483870968,0.8146462064,1
CACNG7,YES,142,170,0.8352941176,163,186,0.876344086,0.8146707604,1
ZNF398,YES,104,340,0.6117647059,109,372,0.5860215054,0.8147686235,1
CCT5,YES,143,170,0.8411764706,164,186,0.8817204301,0.8149989406,1
PCYT2,YES,8,340,0.0470588235,10,372,0.0537634409,0.8159169007,1
ZCCHC10,YES,43,170,0.2529411765,50,186,0.2688172043,0.816463778,1
ADAMTS5,NO,153,170,0.9,161,186,0.8655913978,0.816548591,-
MED15,YES,8,510,0.0470588235,10,558,0.0537634409,0.8165641205,1
CCDC155,YES,41,340,0.2411764706,42,372,0.2258064516,0.8168733974,1
ELFN2,NO,10,340,0.0588235294,9,372,0.0483870968,0.8168956231,-
GPRC5C,YES,149,170,0.8764705882,169,186,0.9086021505,0.8172305637,1
COLGALT1,YES,150,170,0.8823529412,171,186,0.9193548387,0.8172988704,1
B3GNTL1;TBCD,YES,47,170,0.2764705882,48,186,0.2580645161,0.8175055159,1
C16orf47,YES,10,510,0.0588235294,9,558,0.0483870968,0.8176584511,1
DCAF4,YES,44,170,0.2588235294,52,186,0.2795698925,0.8179488,1
MAT2B,YES,44,170,0.2588235294,52,186,0.2795698925,0.8179488,1
TRIM69,NO,152,170,0.8941176471,173,186,0.9301075269,0.817955094,-
IFI6,YES,250,340,1.4705882353,282,372,1.5161290323,0.8185069359,1
TRIM56,YES,109,340,0.6411764706,115,372,0.6182795699,0.8185295306,1
BPI,NO,106,340,0.6235294118,121,372,0.6505376344,0.8190203466,-
OSBPL5,YES,169,1020,0.9941176471,190,1116,1.0215053763,0.8195695525,1
RAB35,YES,37,850,0.2176470588,43,930,0.2311827957,0.8198028684,1
DCBLD2,YES,164,170,0.9647058824,173,186,0.9301075269,0.8199087463,1
C2orf76,YES,110,340,0.6470588235,125,372,0.6720430108,0.821492057,1
CCDC85A,NO,50,170,0.2941176471,51,186,0.2741935484,0.8216286424,-
IGFL2,NO,116,340,0.6823529412,122,372,0.6559139785,0.8222704678,-
ATAD3C,YES,9,170,0.0529411765,11,184,0.0597826087,0.8223533926,1
ELMOD3,YES,9,170,0.0529411765,12,186,0.064516129,0.8227711772,1
TBC1D9B,YES,9,170,0.0529411765,12,186,0.064516129,0.8227711772,1
ALDOC,YES,11,170,0.0647058824,10,186,0.0537634409,0.8228816592,1
CDR2L,YES,11,170,0.0647058824,10,186,0.0537634409,0.8228816592,1
SPINK1,YES,11,170,0.0647058824,10,186,0.0537634409,0.8228816592,1
C3AR1,YES,51,170,0.3,52,186,0.2795698925,0.8229341012,1
PRSS22,NO,50,170,0.2941176471,52,186,0.2795698925,0.8232610353,-
COPS7A,YES,113,340,0.6647058824,128,372,0.688172043,0.8233111376,1
GPR153,YES,114,340,0.6705882353,129,372,0.6935483871,0.8239107462,1
ZNF324,YES,42,340,0.2470588235,49,372,0.2634408602,0.8239451821,1
TGFA,YES,115,340,0.6764705882,131,372,0.7043010753,0.8242888772,1
DAZAP1,YES,45,406,0.3306450794,45,430,0.3039837828,0.8249199031,1
DHCR7,YES,42,1020,0.2470588235,43,1116,0.2311827957,0.8249832921,1
NMI,YES,9,340,0.0529411765,12,372,0.064516129,0.8252379556,1
UQCRC1,YES,9,340,0.0529411765,12,372,0.064516129,0.8252379556,1
KDM2B,YES,11,340,0.0647058824,10,372,0.0537634409,0.8252928196,1
CFAP52,NO,46,340,0.2705882353,47,372,0.252688172,0.8254642528,-
S100A7,NO,52,170,0.3058823529,54,186,0.2903225806,0.8255691036,-
AURKA,YES,9,510,0.0529411765,11,558,0.0591397849,0.8259439724,1
TCF25,YES,9,510,0.0529411765,11,558,0.0591397849,0.8259439724,1
CLEC16A,YES,9,510,0.0529411765,12,558,0.064516129,0.8260747432,1
C16orf45,YES,9,680,0.0529411765,11,744,0.0591397849,0.826288279,1
JAM3,YES,9,680,0.0529411765,12,744,0.064516129,0.8264959244,1
DRD1,NO,111,510,0.6529411765,117,558,0.6290322581,0.8267518262,-
NRL,NO,120,340,0.7058823529,137,372,0.7365591398,0.8269986898,-
SCAF1,YES,47,340,0.2764705882,48,372,0.2580645161,0.8270507204,1
SLC34A2,YES,47,340,0.2764705882,48,372,0.2580645161,0.8270507204,1
C4orf19;RELL1,YES,125,340,0.7352941176,132,372,0.7096774194,0.8272616771,1
CAPN15,YES,54,170,0.3176470588,56,186,0.3010752688,0.8277808698,1
TRDN,NO,215,680,1.2647058824,229,744,1.2311827957,0.8277986738,-
NPNT,YES,197,850,1.1588235294,222,930,1.1935483871,0.8278825021,1
ANXA3,YES,123,340,0.7235294118,140,372,0.752688172,0.8284590616,1
ZNF891,YES,55,170,0.3235294118,57,186,0.3064516129,0.8288524159,1
MMP10,NO,52,170,0.3058823529,61,186,0.3279569892,0.8288616695,-
IL1F10,NO,43,510,0.2529411765,50,558,0.2688172043,0.8289355129,-
DIO1,NO,56,170,0.3294117647,58,186,0.311827957,0.8299019719,-
IFI27,YES,12,170,0.0705882353,11,186,0.0591397849,0.8300791291,1
DFNA5,YES,10,170,0.0588235294,13,186,0.0698924731,0.8301343716,1
FCRLB,NO,10,170,0.0588235294,13,186,0.0698924731,0.8301343716,-
NR0B2,NO,10,170,0.0588235294,13,186,0.0698924731,0.8301343716,-
SLC9A4,NO,131,340,0.7705882353,139,372,0.747311828,0.8305254914,-
RUFY1,YES,133,340,0.7823529412,140,372,0.752688172,0.8307999477,1
ANKRD33B,YES,49,340,0.2882352941,51,372,0.2741935484,0.8314066681,1
SLC9A3R2,YES,103,1020,0.6058823529,117,1116,0.6290322581,0.8316870098,1
EMC8,YES,134,340,0.7882352941,142,372,0.7634408602,0.8317095241,1
CDK1,YES,135,340,0.7941176471,143,372,0.7688172043,0.8321012625,1
PITPNC1,YES,47,340,0.2764705882,55,372,0.2956989247,0.8322126643,1
FAM213B;MMEL1,YES,59,170,0.3470588235,61,186,0.3279569892,0.8329250677,1
UNC13D,YES,11,510,0.0647058824,11,558,0.0591397849,0.8335826003,1
ADAM19,YES,48,340,0.2823529412,56,372,0.3010752688,0.8336217284,1
PRAMEF12,YES,11,850,0.0647058824,11,930,0.0591397849,0.8341574737,1
PRKAG2,NO,124,510,0.7294117647,131,558,0.7043010753,0.8343215005,-
ACTL6B,NO,142,340,0.8352941176,150,372,0.8064516129,0.8348000842,-
PPA2,YES,49,340,0.2882352941,57,372,0.3064516129,0.83500203,1
NR3C2,YES,121,510,0.7117647059,137,558,0.7365591398,0.8350757583,1
TMEM151B,NO,273,510,1.6058823529,306,558,1.6451612903,0.8363189288,-
ETAA1,YES,12,170,0.0705882353,12,186,0.064516129,0.8365457533,1
TEX264,YES,11,170,0.0647058824,14,186,0.0752688172,0.8366451022,1
KHDRBS3,YES,147,340,0.8647058824,155,372,0.8333333333,0.8366793098,1
CLEC4F,NO,63,170,0.3705882353,65,186,0.3494623656,0.8366848563,-
EFR3A,YES,142,340,0.8352941176,161,372,0.8655913978,0.8368085983,1
MGA,YES,142,340,0.8352941176,161,372,0.8655913978,0.8368085983,1
CCDC149,NO,147,340,0.8647058824,156,372,0.8387096774,0.8370676165,-
C5orf67,NO,125,510,0.7352941176,141,558,0.7580645161,0.8372039707,-
COBL,YES,144,340,0.8470588235,163,372,0.876344086,0.8375795832,1
PDS5B,YES,246,680,1.4470588235,275,744,1.4784946237,0.8377362605,1
THBS1,NO,54,340,0.3176470588,56,372,0.3010752688,0.8377541682,-
CHGB,NO,65,170,0.3823529412,67,186,0.3602150538,0.8384583174,-
NUSAP1,YES,64,170,0.3764705882,67,186,0.3602150538,0.8386234619,1
TSPAN11,NO,64,170,0.3764705882,67,186,0.3602150538,0.8386234619,-
GID8,YES,128,510,0.7529411765,145,558,0.7795698925,0.8386472887,1
TBX5,YES,128,510,0.7529411765,145,558,0.7795698925,0.8386472887,1
MED6,YES,12,340,0.0705882353,12,372,0.064516129,0.838799391,1
MTA2,YES,12,340,0.0705882353,12,372,0.064516129,0.838799391,1
MIS18BP1,YES,11,340,0.0647058824,14,372,0.0752688172,0.8392522703,1
TFAP2A,YES,11,340,0.0647058824,14,372,0.0752688172,0.8392522703,1
ALOX15,YES,65,170,0.3823529412,68,186,0.3655913978,0.8394159287,1
SRRD;TFIP11,YES,154,340,0.9058823529,163,372,0.876344086,0.8394173977,1
C19orf25,YES,12,510,0.0705882353,12,558,0.064516129,0.8395647698,1
MICALL2,YES,12,510,0.0705882353,12,558,0.064516129,0.8395647698,1
PURA,YES,12,510,0.0705882353,12,558,0.064516129,0.8395647698,1
KIR3DL2,NO,12,510,0.0705882353,12,558,0.064516129,0.8395647698,-
ELMSAN1,YES,12,678,0.0706582633,12,742,0.064516129,0.839927875,1
CERS2,YES,67,170,0.3941176471,69,186,0.3709677419,0.8401660407,1
TRMO,YES,67,170,0.3941176471,69,186,0.3709677419,0.8401660407,1
RNFT2,YES,158,340,0.9294117647,167,372,0.8978494624,0.8407351369,1
LRP3;SLC7A10,NO,153,340,0.9,173,372,0.9301075269,0.8408627055,-
CCDC69,YES,57,340,0.3352941176,59,372,0.3172043011,0.8412664322,1
LMO7,YES,13,170,0.0764705882,13,186,0.0698924731,0.8417600596,1
PTF1A,NO,13,170,0.0764705882,13,186,0.0698924731,0.8417600596,-
KPNA3,YES,53,680,0.3117647059,55,744,0.2956989247,0.8418125414,1
HS1BP3,YES,382,1360,2.2470588235,425,1488,2.2849462366,0.8418709661,1
ASXL1,YES,58,340,0.3411764706,60,372,0.3225806452,0.842392055,1
TMEM106B,YES,12,170,0.0705882353,15,186,0.0806451613,0.8424555193,1
APOL2,YES,768,1020,4.5176470588,828,1116,4.4516129032,0.8425124559,1
TNPO1,YES,55,340,0.3235294118,63,372,0.3387096774,0.8427254665,1
REEP3,YES,373,1700,2.1941176471,415,1860,2.2311827957,0.8438408714,1
BRF1,NO,54,850,0.3176470588,56,930,0.3010752688,0.8442035196,-
ZNF584,YES,72,170,0.4235294118,75,186,0.4032258065,0.8446220295,1
STK24,YES,57,340,0.3352941176,65,372,0.3494623656,0.8451051988,1
OSBPL11,YES,12,340,0.0705882353,15,372,0.0806451613,0.84513139,1
BCAN,NO,70,170,0.4117647059,80,186,0.4301075269,0.8458643024,-
MPHOSPH8,YES,446,1164,2.7051270688,475,1220,2.6321044547,0.8461987719,1
FNDC4,YES,58,340,0.3411764706,66,372,0.3548387097,0.8462616358,1
IZUMO4,NO,58,340,0.3411764706,66,372,0.3548387097,0.8462616358,-
CCDC141,YES,14,170,0.0823529412,14,186,0.0752688172,0.8464954986,1
CST4,YES,14,170,0.0823529412,14,186,0.0752688172,0.8464954986,1
GTF2I,YES,14,170,0.0823529412,14,186,0.0752688172,0.8464954986,1
MPRIP,YES,14,170,0.0823529412,14,186,0.0752688172,0.8464954986,1
NTNG1,YES,14,170,0.0823529412,14,186,0.0752688172,0.8464954986,1
SLC6A3,YES,56,850,0.3294117647,58,930,0.311827957,0.846738106,1
HNF4G,NO,72,170,0.4235294118,82,186,0.4408602151,0.8474164773,-
BIRC5,YES,56,510,0.3294117647,64,558,0.3440860215,0.847555066,1
ITIH5,YES,55,1190,0.3235294118,58,1302,0.311827957,0.8480643269,1
SPATA46,NO,76,170,0.4470588235,80,186,0.4301075269,0.848191711,-
F13A1,YES,77,170,0.4529411765,81,186,0.435483871,0.8487850862,1
XAGE3,YES,310,680,1.8235294118,346,744,1.8602150538,0.8501786926,1
ERCC6,YES,15,170,0.0882352941,15,186,0.0806451613,0.8508194853,1
RALBP1,YES,15,170,0.0882352941,15,186,0.0806451613,0.8508194853,1
TNFRSF18,YES,13,510,0.0764705882,16,558,0.0860215054,0.8513593527,1
RBM3,YES,153,680,0.9,163,744,0.876344086,0.851986355,1
GPR39;LYPD1,YES,83,170,0.4882352941,87,186,0.4677419355,0.8521916898,1
PLEKHA7,YES,14,170,0.0823529412,17,186,0.0913978495,0.8524165254,1
PSMD14,YES,14,170,0.0823529412,17,186,0.0913978495,0.8524165254,1
TXLNB,NO,14,170,0.0823529412,17,186,0.0913978495,0.8524165254,-
HYOU1,YES,331,664,1.9983957219,365,718,2.047983871,0.8524233495,1
CRISP2,YES,80,170,0.4705882353,91,186,0.4892473118,0.8526045579,1
DUSP22,YES,80,170,0.4705882353,91,186,0.4892473118,0.8526045579,1
NUCKS1,YES,80,170,0.4705882353,91,186,0.4892473118,0.8526045579,1
ZNF850,YES,168,510,0.9882352941,179,558,0.9623655914,0.8529014331,1
FRMPD4,NO,64,510,0.3764705882,67,558,0.3602150538,0.8531499959,-
DYNC1LI2,YES,81,170,0.4764705882,92,186,0.4946236559,0.853242187,1
POM121C,YES,15,340,0.0882352941,15,372,0.0806451613,0.8534882789,1
TMEM8A,YES,15,340,0.0882352941,15,372,0.0806451613,0.8534882789,1
MMP8,NO,159,680,0.9352941176,170,744,0.9139784946,0.8545068731,-
DEFA1;DEFA1B;DEFA3,NO,15,162,0.0925925926,17,168,0.1011904762,0.8546755422,-
ZNF99,YES,393,4420,2.3117647059,423,4830,2.2844202899,0.855001081,1
AHCTF1,YES,14,340,0.0823529412,17,372,0.0913978495,0.8552266948,1
TCERG1,YES,14,340,0.0823529412,17,372,0.0913978495,0.8552266948,1
PLG,NO,85,170,0.5,97,186,0.5215053763,0.8553689203,-
IFRD1,YES,90,166,0.5421686747,97,186,0.5215053763,0.8564567837,1
SLC6A7,NO,15,170,0.0882352941,18,186,0.0967741935,0.8567306423,-
PATE1,NO,153,932,0.9328664799,170,1008,0.9227761486,0.8568582063,-
CD164,YES,70,340,0.4117647059,80,372,0.4301075269,0.8573551602,1
CCDC170,YES,16,340,0.0941176471,16,372,0.0860215054,0.8575823432,1
EIF3G;P2RY11;PPAN-P2RY11,YES,71,340,0.4176470588,81,372,0.435483871,0.858157404,1
HERC3,YES,17,170,0.1,17,186,0.0913978495,0.8584437591,1
MAF,YES,17,170,0.1,17,186,0.0913978495,0.8584437591,1
KRAS,YES,91,170,0.5352941176,104,186,0.5591397849,0.8584578037,1
SEPHS2,YES,16,510,0.0941176471,16,558,0.0860215054,0.8585350341,1
MBOAT2,YES,227,340,1.3352941176,243,372,1.3064516129,0.8585894114,1
PPP4R3A,YES,67,510,0.3941176471,76,558,0.4086021505,0.8588813448,1
LYSMD3,YES,92,170,0.5411764706,105,186,0.564516129,0.8589418547,1
PARD6B,YES,70,510,0.4117647059,74,558,0.3978494624,0.8593527185,1
ZNF221,NO,232,340,1.3647058824,260,372,1.3978494624,0.8602946709,-
AEN,YES,349,850,2.0529411765,389,930,2.0913978495,0.8608373,1
NFIA,NO,97,170,0.5705882353,110,186,0.5913978495,0.8613102057,-
INHBC,NO,100,170,0.5882352941,106,186,0.5698924731,0.8613877333,-
TMEM147,YES,98,170,0.5764705882,111,186,0.5967741935,0.8617733759,1
SFTA3,NO,18,170,0.1058823529,18,186,0.0967741935,0.8618273025,-
GKAP1,YES,99,170,0.5823529412,112,186,0.6021505376,0.862233023,1
SLC34A3,NO,81,340,0.4764705882,85,372,0.4569892473,0.8630845203,-
TACR3,YES,106,170,0.6235294118,112,186,0.6021505376,0.8635628308,1
B3GALNT2;TBCE,YES,16,340,0.0941176471,19,372,0.1021505376,0.8636233191,1
NRSN1,NO,16,340,0.0941176471,19,372,0.1021505376,0.8636233191,-
FICD,YES,79,340,0.4647058824,90,372,0.4838709677,0.8640395818,1
CLCN7,YES,16,510,0.0941176471,19,558,0.1021505376,0.8646260266,1
RAB26,YES,171,1020,1.0058823529,191,1116,1.0268817204,0.8646364457,1
GMIP,YES,111,170,0.6529411765,117,186,0.6290322581,0.8652941649,1
NBPF1,YES,75,510,0.4411764706,85,558,0.4569892473,0.8654385482,1
IL22RA1,NO,112,170,0.6588235294,118,186,0.6344086022,0.8656317693,-
GNG7,YES,71,850,0.4176470588,81,930,0.435483871,0.8657147714,1
TMEM114,NO,109,170,0.6411764706,124,186,0.6666666667,0.8660375348,-
GIP,YES,80,510,0.4705882353,84,558,0.4516129032,0.8667233353,1
GJD3,NO,18,1020,0.1058823529,18,1116,0.0967741935,0.8669455973,-
TSEN34,YES,282,340,1.6588235294,302,372,1.623655914,0.866955909,1
ZDHHC23,YES,116,170,0.6823529412,123,186,0.6612903226,0.867357978,1
CMTM3,YES,80,510,0.4705882353,85,558,0.4569892473,0.8674178105,1
IRGQ,YES,114,170,0.6705882353,130,186,0.6989247312,0.8678175811,1
SPNS2,NO,81,510,0.4764705882,86,558,0.4623655914,0.8680406944,-
CRBN,YES,115,170,0.6764705882,130,186,0.6989247312,0.8681765902,1
KRTAP4-6,NO,119,170,0.7,126,186,0.6774193548,0.8682376233,-
PSMD2,YES,80,510,0.4705882353,91,558,0.4892473118,0.8690664004,1
TMEM221,NO,87,340,0.5117647059,99,372,0.5322580645,0.8690761128,-
APOH,YES,87,340,0.5117647059,98,372,0.5268817204,0.8691516847,1
LMNB1,YES,19,510,0.1117647059,19,558,0.1021505376,0.8691916228,1
AMN,NO,119,170,0.7,134,186,0.7204301075,0.869567497,-
EZH2,YES,120,170,0.7058823529,135,186,0.7258064516,0.8699106083,1
FOXE1,YES,125,170,0.7352941176,132,186,0.7096774194,0.8699430818,1
KCNH1,YES,121,170,0.7117647059,137,186,0.7365591398,0.8700396381,1
FIGNL1,YES,126,170,0.7411764706,133,186,0.7150537634,0.8702204038,1
C1S,YES,19,170,0.1117647059,23,186,0.123655914,0.8704802701,1
MPHOSPH6,YES,19,170,0.1117647059,23,186,0.123655914,0.8704802701,1
SCN2B,NO,19,170,0.1117647059,23,186,0.123655914,0.8704802701,-
DGAT2,YES,21,170,0.1235294118,21,186,0.1129032258,0.8706332118,1
RANBP17,YES,21,170,0.1235294118,21,186,0.1129032258,0.8706332118,1
SLC52A3,YES,21,170,0.1235294118,21,186,0.1129032258,0.8706332118,1
RHO,NO,21,170,0.1235294118,21,186,0.1129032258,0.8706332118,-
KRTAP5-3,NO,123,170,0.7235294118,139,186,0.747311828,0.8706645665,-
DEC1,YES,20,340,0.1176470588,20,372,0.1075268817,0.8711531466,1
IQCE,YES,95,340,0.5588235294,100,372,0.5376344086,0.8715090701,1
PEAK1,YES,132,170,0.7764705882,139,186,0.747311828,0.8718435015,1
RCL1,YES,131,170,0.7705882353,139,186,0.747311828,0.8718722986,1
SPAG9,YES,98,338,0.5832633053,103,368,0.5659340659,0.8729221039,1
SEC61G,YES,22,170,0.1294117647,22,186,0.1182795699,0.8731973079,1
SH2D1A,NO,19,340,0.1117647059,22,372,0.1182795699,0.8739332672,-
IL6R,YES,136,170,0.8,153,186,0.8225806452,0.8742743625,1
TMEM129,YES,100,340,0.5882352941,106,372,0.5698924731,0.874281419,1
ACAP2,YES,143,170,0.8411764706,151,186,0.811827957,0.8747022271,1
FOXP1,YES,98,340,0.5764705882,110,372,0.5913978495,0.8749980949,1
SLAMF1,NO,102,340,0.6,108,372,0.5806451613,0.8751672353,-
NLRP4,YES,146,170,0.8588235294,155,186,0.8333333333,0.8755947638,1
DCUN1D2,YES,21,170,0.1235294118,25,186,0.1344086022,0.8756826455,1
PLD3,YES,104,340,0.6117647059,110,372,0.5913978495,0.8760392059,1
P3H4,NO,145,170,0.8529411765,164,186,0.8817204301,0.8762973877,-
CHRAC1,YES,145,170,0.8529411765,163,186,0.876344086,0.8763968574,1
TEPP,NO,146,170,0.8588235294,165,186,0.8870967742,0.8765218555,-
FAH,YES,86,850,0.5058823529,97,930,0.5215053763,0.8766309819,1
MLPH,YES,22,340,0.1294117647,22,372,0.1182795699,0.876661755,1
YPEL1,YES,103,340,0.6058823529,116,372,0.623655914,0.8772041813,1
MAVS,YES,92,680,0.5411764706,98,744,0.5268817204,0.8773553201,1
FRAT1,YES,150,170,0.8823529412,169,186,0.9086021505,0.8774168596,1
MYDGF,YES,24,170,0.1411764706,24,186,0.1290322581,0.8778751817,1
ZNF107,YES,153,170,0.9,173,186,0.9301075269,0.8780107182,1
RFXAP,YES,155,170,0.9117647059,175,186,0.9408602151,0.8784164303,1
TRIM68,YES,156,170,0.9176470588,175,186,0.9408602151,0.8787476569,1
VCX2,YES,23,340,0.1352941176,23,372,0.123655914,0.8791705433,1
EFHD2,YES,23,170,0.1352941176,27,184,0.1467391304,0.8800410015,1
HTR3D,NO,501,1020,2.9470588235,556,1116,2.9892473118,0.8803006553,-
TGM3,NO,98,680,0.5764705882,104,744,0.5591397849,0.8804247555,-
MT1H,YES,22,510,0.1294117647,23,558,0.123655914,0.8804417254,1
TMEM225,NO,24,170,0.1411764706,28,186,0.1505376344,0.8824231781,-
LBP,NO,110,510,0.6470588235,117,558,0.6290322581,0.8837433656,-
CNMD,NO,340,510,2,366,558,1.9677419355,0.884249579,-
TEX30,YES,25,170,0.1470588235,29,186,0.1559139785,0.8844351197,1
TBX19,NO,122,340,0.7176470588,137,372,0.7365591398,0.8845906738,-
GNGT1,YES,109,506,0.6557760454,123,554,0.6753515302,0.8846417659,1
ESD,YES,122,336,0.7261904762,138,372,0.7419354839,0.8848367294,1
PKHD1L1,NO,27,170,0.1588235294,28,186,0.1505376344,0.8854112188,-
SLC6A6,YES,542,1190,3.1882352941,586,1302,3.1505376344,0.8857694842,1
COMMD7,YES,126,340,0.7411764706,142,372,0.7634408602,0.8859197101,1
LYRM9,NO,130,340,0.7647058824,138,372,0.7419354839,0.8859554193,-
ZNF585A,YES,105,850,0.6176470588,118,930,0.6344086022,0.8869777475,1
CLIP2,NO,118,510,0.6941176471,126,558,0.6774193548,0.8871613785,-
CERKL;ITGA4,YES,120,510,0.7058823529,128,558,0.688172043,0.8878611267,1
RHOT2,YES,24,850,0.1411764706,28,930,0.1505376344,0.8883683512,1
WFDC10B,NO,29,170,0.1705882353,30,186,0.1612903226,0.8885718254,-
UMPS,YES,27,340,0.1588235294,28,372,0.1505376344,0.8891226482,1
TMEM177,YES,141,340,0.8294117647,150,372,0.8064516129,0.8892557378,1
ZNF177;ZNF559-ZNF177,NO,110,850,0.6470588235,123,930,0.6612903226,0.8892680645,-
CCDC13,NO,28,170,0.1647058824,33,186,0.1774193548,0.8897708429,-
PLXNA4,YES,126,510,0.7411764706,134,558,0.7204301075,0.889920017,1
PCOLCE2,YES,30,170,0.1764705882,31,186,0.1666666667,0.8900517126,1
SLC27A1,YES,26,340,0.1529411765,30,372,0.1612903226,0.8901014978,1
MT1M,YES,144,340,0.8470588235,161,372,0.8655913978,0.8911546539,1
MED29,YES,31,170,0.1823529412,32,186,0.1720430108,0.8914705106,1
RAB40B,YES,27,340,0.1588235294,31,372,0.1666666667,0.8919637797,1
KIF2B,NO,151,340,0.8882352941,162,372,0.8709677419,0.8922077393,-
ASAP3,YES,151,340,0.8882352941,169,372,0.9086021505,0.8928807434,1
CACNB1,NO,28,340,0.1647058824,32,372,0.1720430108,0.8937398419,-
THSD4,YES,124,850,0.7294117647,133,930,0.7150537634,0.8938832873,1
METTL2B,YES,163,340,0.9588235294,175,372,0.9408602151,0.8949745971,1
KCNK10,NO,164,340,0.9647058824,176,372,0.9462365591,0.8951623501,-
